tweet_id	notserious_unclear	focus	type	category	category2	main_category	about_suicide	set	ambiguous
1024343746152824832	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
321698253450121216	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
606942640504840192	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
742714242273529856	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
614985702216986624	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
962548398426673152	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1130526448693989376	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
752984693016977408	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
503986818048483328	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
291706418497724416	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
507718556184625152	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
776851671955546112	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
786375057127804928	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
721940122409676800	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
504649066463383552	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
635092963945783296	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1226960998093017088	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1185728152745713664	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
821504686737924096	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1196514617926791168	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1121931542383796224	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1058830451417071616	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
364846326321647616	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1022030696280481792	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
927285845752762368	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
300645209350483968	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
330088355863879680	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
932452136792735744	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
404201056877694976	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1000487216567717888	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
292300694797549568	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
509830699994873856	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1012324840651608064	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
925620392089214976	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1170748623073595392	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1159096361209479168	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
756977864445222912	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
337993296389472256	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
814529975936286720	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1061318620461105152	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
821388086915403776	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
309795037644988416	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1089934788784472064	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
895003164457316352	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1079462843924262912	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1207630875589918720	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
947058079300050944	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1202972407419592704	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1068200807198273536	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1144806356685402112	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
539146054969462784	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
422529424786206720	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
674066017765593088	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
847856182828175360	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
649256803620945920	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
547127191176093696	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
405371108683042816	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1048566119102128128	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
823822125353971712	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1035866333005733888	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
2618902379	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1063577267647991808	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
708404188166934528	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
632579615945584640	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
601541099836952576	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
911367318512467968	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
346306005832974336	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
147458777594073088	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1035310171004829696	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1189886241220771840	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1115304254829256704	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1206238224873644032	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
326176854753038336	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1082270371842187264	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
286258722257383424	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
937005107232886784	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1190553005021712384	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
861514205500977152	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1262569045280411648	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
489152773032640512	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
849338418710683648	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1099699906485334016	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1041139646175031296	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1119991517798653952	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
323326664744529920	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1151101242942349312	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1148222068791619584	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1034348823810732032	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
601961634798641152	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
847193115215634432	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
752546129510801408	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
330108570421043200	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
29622394844	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1225969159382564864	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
383726336910438400	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
652043228963704832	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
315071516628905984	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
636012780374638592	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
421299212899213312	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
190917373782528000	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
573753986425167872	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1166794604341018624	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1244426956826968064	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1125626776351322112	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
670841706040926208	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
883419280896921600	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
870153299311431680	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1014788077804490752	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
848089649037717504	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1092463604220211200	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1005461235851071488	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
457305222113538048	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
176372431869591552	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
628554885437460480	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
296216050339557376	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1095812458709696512	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1103205244324990976	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
319967962280914944	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1239702434857005056	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
992671947879305216	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
1064566391515373568	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
392797749386956800	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
990877561986142208	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1194096029391564800	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
396366678365601792	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
883426711601389568	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
363418093344653312	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
178745533404426240	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1126578815008854016	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
178986037501108224	0	1	4	awareness	NA	awareness	1	intial_training_set_coded_on_CH	
1134677691758796800	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
312358803670695936	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
636681772051353600	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1038165729810554880	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
1040289202263482368	0	1	4	awareness	NA	awareness	1	reliability_testing_set2	
393537203655016448	0	1	4	awareness	NA	awareness	1	reliability_testing_set1	
980482535305240576	0	1	4	awareness	NA	awareness	1	basefrequency	
448854193554870272	0	1	4	awareness	NA	awareness	1	basefrequency	
602941813226393600	0	1	4	awareness	NA	awareness	1	basefrequency	
1048349140000722944	0	1	4	awareness	NA	awareness	1	basefrequency	
829590150321668096	0	1	4	awareness	NA	awareness	1	basefrequency	
354245893626662912	0	1	4	awareness	NA	awareness	1	basefrequency	
1016025063907299328	0	1	4	awareness	NA	awareness	1	basefrequency	
1158092251379224576	0	1	4	awareness	NA	awareness	1	basefrequency	
900928063545815040	0	1	4	awareness	NA	awareness	1	basefrequency	
1110937427340943360	0	1	4	awareness	NA	awareness	1	basefrequency	
447035441540501504	0	1	4	awareness	NA	awareness	1	basefrequency	
966772708271730688	0	1	4	awareness	NA	awareness	1	basefrequency	
988908095635099648	0	1	4	awareness	NA	awareness	1	basefrequency	
1079036558471254016	0	1	4	awareness	NA	awareness	1	basefrequency	
391233326763479040	0	1	4	awareness	NA	awareness	1	basefrequency	
583725476855865344	0	1	4	awareness	NA	awareness	1	basefrequency	
965054794657247232	0	1	4	awareness	NA	awareness	1	basefrequency	
998538402701201408	0	1	4	awareness	NA	awareness	1	basefrequency	
673509731974176768	0	1	0	awareness	NA	awareness	1	basefrequency	
556635347610652672	0	1	4	awareness	NA	awareness	1	basefrequency	
969232835713302528	0	1	4	awareness	NA	awareness	1	basefrequency	
723377166042320896	0	1	4	awareness	NA	awareness	1	basefrequency	
666645523416285184	0	1	4	awareness	NA	awareness	1	basefrequency	
828704791236747264	0	1	4	awareness	NA	awareness	1	basefrequency	
1067652711871471616	0	1	4	awareness	NA	awareness	1	basefrequency	
461840330065580032	0	1	4	awareness	NA	awareness	1	basefrequency	
1174391201816092672	0	1	4	awareness	NA	awareness	1	basefrequency	
729784116183502848	0	1	4	awareness	NA	awareness	1	basefrequency	
499268679830618112	0	1	4	awareness	NA	awareness	1	basefrequency	
1104231404647469056	0	1	4	awareness	NA	awareness	1	basefrequency	
968531049499234304	0	1	4	awareness	NA	awareness	1	basefrequency	
1239619743147065344	0	1	4	awareness	NA	awareness	1	basefrequency	
1103601191533965312	0	1	4	awareness	NA	awareness	1	basefrequency	
638708999936831488	0	1	4	awareness	NA	awareness	1	basefrequency	
976516398712348672	0	1	4	awareness	NA	awareness	1	basefrequency	
1063408690026422272	0	1	4	awareness	NA	awareness	1	basefrequency	
997209743193239552	0	1	4	awareness	NA	awareness	1	basefrequency	
1127229843102289920	0	1	4	awareness	NA	awareness	1	basefrequency	
1233614047565606912	0	1	4	awareness	NA	awareness	1	basefrequency	
785568777148694528	0	1	4	awareness	NA	awareness	1	basefrequency	
756190915388116992	0	1	4	awareness	NA	awareness	1	basefrequency	
1157053297834045440	0	1	4	awareness	NA	awareness	1	basefrequency	
1036617296557404160	0	1	4	awareness	NA	awareness	1	basefrequency	
1102972528400580608	0	1	4	awareness	NA	awareness	1	basefrequency	
601076801381789696	0	1	4	awareness	NA	awareness	1	basefrequency	
978629779414028288	0	1	4	awareness	NA	awareness	1	basefrequency	
802195449365008384	0	1	4	awareness	NA	awareness	1	basefrequency	
935680509446942720	0	1	4	awareness	NA	awareness	1	basefrequency	
1124984848375005184	0	1	4	awareness	NA	awareness	1	basefrequency	
1046086950485209088	0	1	4	awareness	NA	awareness	1	basefrequency	
625141795471683584	0	1	4	awareness	NA	awareness	1	basefrequency	
676226778785017856	0	1	4	awareness	NA	awareness	1	basefrequency	
1194072085347422208	0	1	4	awareness	NA	awareness	1	basefrequency	
689460109240434688	0	1	4	awareness	NA	awareness	1	basefrequency	
936795898935255040	0	1	4	awareness	NA	awareness	1	basefrequency	
504010872734646272	0	1	4	awareness	NA	awareness	1	basefrequency	
493825056460771328	0	1	4	awareness	NA	awareness	1	basefrequency	
1081378816122064896	0	1	4	awareness	NA	awareness	1	basefrequency	
1122294613182644224	0	1	4	awareness	NA	awareness	1	basefrequency	
1090030597081260032	0	1	4	awareness	NA	awareness	1	basefrequency	
682514037880455168	0	1	4	awareness	NA	awareness	1	basefrequency	
428233045355663360	0	1	4	awareness	NA	awareness	1	basefrequency	
1023693752408440832	0	1	4	awareness	NA	awareness	1	basefrequency	
652079548675158016	0	1	4	awareness	NA	awareness	1	basefrequency	
511574818333143040	0	1	4	awareness	NA	awareness	1	basefrequency	
611183685447098368	0	1	4	awareness	NA	awareness	1	basefrequency	
670851292605128704	0	1	4	awareness	NA	awareness	1	basefrequency	
1182533812179197952	0	1	4	awareness	NA	awareness	1	basefrequency	
835179354439233536	0	1	4	awareness	NA	awareness	1	basefrequency	
637876683190591488	0	1	4	awareness	NA	awareness	1	basefrequency	
659868203556950016	0	1	4	awareness	NA	awareness	1	basefrequency	
1171425031458631680	0	1	4	awareness	NA	awareness	1	basefrequency	
1149717724936966144	0	1	4	awareness	NA	awareness	1	basefrequency	
498982285245689856	0	1	4	awareness	NA	awareness	1	basefrequency	
1208006619457560576	0	1	4	awareness	NA	awareness	1	basefrequency	
1174440416474796032	0	1	4	awareness	NA	awareness	1	basefrequency	
785764458526339072	0	1	4	awareness	NA	awareness	1	basefrequency	
1009597997838163968	0	1	4	awareness	NA	awareness	1	basefrequency	
851636268849131520	0	1	4	awareness	NA	awareness	1	basefrequency	
1166953417266343936	0	1	4	awareness	NA	awareness	1	basefrequency	
1141876135397089280	0	1	4	awareness	NA	awareness	1	basefrequency	
347400207337652224	0	1	4	awareness	NA	awareness	1	basefrequency	
939985676254240768	0	1	4	awareness	NA	awareness	1	basefrequency	
1083357530624086016	0	1	4	awareness	NA	awareness	1	basefrequency	
1164598438480273408	0	1	4	awareness	NA	awareness	1	basefrequency	
629310306343370752	0	1	4	awareness	NA	awareness	1	basefrequency	
530130891566505984	0	1	4	awareness	NA	awareness	1	basefrequency	
1005098307138486272	0	1	4	awareness	NA	awareness	1	basefrequency	
316619964947775488	0	1	4	awareness	NA	awareness	1	basefrequency	
1102658110643089408	0	1	4	awareness	NA	awareness	1	basefrequency	
701248482196086784	0	1	4	awareness	NA	awareness	1	basefrequency	
369522787435548672	0	1	4	awareness	NA	awareness	1	basefrequency	
457164233398947840	0	1	4	awareness	NA	awareness	1	basefrequency	
784770958611607552	0	1	4	awareness	NA	awareness	1	basefrequency	
1004759266606149632	0	1	4	awareness	NA	awareness	1	basefrequency	
445228173459193856	0	1	4	awareness	NA	awareness	1	basefrequency	
927589592060096512	0	1	4	awareness	NA	awareness	1	basefrequency	
673212112882241536	0	1	4	awareness	NA	awareness	1	basefrequency	
428535016927145984	0	1	4	awareness	NA	awareness	1	basefrequency	
348279086818418688	0	1	4	awareness	NA	awareness	1	basefrequency	
970304221085040640	0	1	4	awareness	NA	awareness	1	basefrequency	
1223245297184399360	0	1	4	awareness	NA	awareness	1	basefrequency	
1068043142115381248	0	1	4	awareness	NA	awareness	1	basefrequency	
715938116884897792	0	1	4	awareness	NA	awareness	1	basefrequency	
1194439219579703296	0	1	4	awareness	NA	awareness	1	basefrequency	
953644208602132480	0	1	4	awareness	NA	awareness	1	basefrequency	
1184228910852124672	0	1	4	awareness	NA	awareness	1	basefrequency	
873103824403050496	0	1	4	awareness	NA	awareness	1	basefrequency	
573637572141969408	0	1	4	awareness	NA	awareness	1	basefrequency	
875763137236148224	0	1	4	awareness	NA	awareness	1	basefrequency	
1193942672546906112	0	1	4	awareness	NA	awareness	1	basefrequency	
1108835810399260672	0	1	4	awareness	NA	awareness	1	basefrequency	
957146997705838592	0	1	4	awareness	NA	awareness	1	basefrequency	
602521200284311552	0	1	4	awareness	NA	awareness	1	basefrequency	
1081613463783440384	0	1	4	awareness	NA	awareness	1	basefrequency	
862240887115526144	0	1	4	awareness	NA	awareness	1	basefrequency	
330004523802320896	0	1	4	awareness	NA	awareness	1	basefrequency	
661968721011953664	0	1	4	awareness	NA	awareness	1	basefrequency	
365187637641883648	0	2	2	bereaved_coping	awareness	irrelevant	1	reliability_testing_set1	awareness
888171757856735232	0	2	1	bereaved_coping	bereaved_negative	irrelevant	1	basefrequency	bereaved_negative
658462338115219456	0	2	2	bereaved_coping	prevention	irrelevant	1	reliability_testing_set1	prevention
1034138445000650752	0	2	2	bereaved_coping	prevention	irrelevant	1	intial_training_set_coded_on_CH	prevention
977820840904491008	0	2	2	bereaved_coping	suicide_other	irrelevant	1	intial_training_set_coded_on_CH	suicide_other
333711801810317312	0	2	1	bereaved_coping	werther	irrelevant	1	basefrequency	werther
914285440328503296	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
300852556685524992	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
643350253802946560	0	2	2	bereaved_coping	NA	irrelevant	1	intial_training_set_coded_on_CH	
991012419450343424	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
707618786086621184	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
970629274070855680	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
363731311178948608	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
1144047799220297728	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
920654948752388096	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set1	
361276701520560128	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set1	
941019427381891072	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
992451250321948672	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
563205867185520640	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
1106055758418976768	0	2	2	bereaved_coping	NA	irrelevant	1	intial_training_set_coded_on_CH	
1137896779184201728	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
1243805330989031424	0	2	2	bereaved_coping	NA	irrelevant	1	intial_training_set_coded_on_CH	
525705959117959168	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
1018505699612033024	0	2	2	bereaved_coping	NA	irrelevant	1	reliability_testing_set2	
1165061803728089088	0	2	2	bereaved_coping	NA	irrelevant	1	intial_training_set_coded_on_CH	
832439207339634688	0	2	2	bereaved_coping	NA	irrelevant	1	duplicate_corrections	
1087729956350820352	0	2	2	bereaved_coping	NA	irrelevant	1	intial_training_set_coded_on_CH	
661490825625473024	0	2	2	bereaved_coping	NA	irrelevant	1	basefrequency	
1041478198272385024	0	2	2	bereaved_coping	NA	irrelevant	1	basefrequency	
766406925395300352	0	2	2	bereaved_coping	NA	irrelevant	1	basefrequency	
567669053913706496	0	1	2	bereaved_negative	news_suicidality	irrelevant	1	basefrequency	news_suicidality
1057826182270468096	0	1	1	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	pastsuicidality
1210725047293235200	0	1	2	bereaved_negative	werther	irrelevant	1	intial_training_set_coded_on_CH	werther
1160793285016768512	0	1	2	bereaved_negative	werther	irrelevant	1	reliability_testing_set2	werther
942761349146439680	0	1	2	bereaved_negative	werther	irrelevant	1	reliability_testing_set2	werther
1074566176364204032	0	1	2	bereaved_negative	werther	irrelevant	1	intial_training_set_coded_on_CH	werther
831397623638654976	0	1	2	bereaved_negative	werther	irrelevant	1	reliability_testing_set2	werther
1158217706409086976	0	1	2	bereaved_negative	werther	irrelevant	1	basefrequency	werther
535591099835101184	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
434760913896636416	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
423270591236288512	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
836337027280949248	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
1166313669703192576	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
449224412177240064	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
1183586185513439232	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
940981978626654208	0	1	2	bereaved_negative	NA	irrelevant	1	intial_training_set_coded_on_CH	
386124062683979776	0	1	2	bereaved_negative	NA	irrelevant	1	reliability_testing_set2	
